org/junit/experimental/categories/Categories,private,annotation,Lorg/junit/experimental/categories/Categories$ExcludeCategory;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,each,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,each,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,each,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/CategoryFilterFactory,private,params,Lorg/junit/runner/FilterFactoryParams;,Not using generics,0..1
org/junit/experimental/categories/CategoryFilterFactoryTest$DummyFilter,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/CategoryFilterFactoryTest,private,params,Lorg/junit/runner/FilterFactoryParams;,Not using generics,0..1
org/junit/experimental/categories/CategoryFilterFactoryTest,private,filter,Lorg/junit/runner/manipulation/Filter;,Not using generics,0..1
